ENGLISH,JAPANESE
"...This is the final point in the scavenger hunt... but...\! the last clue said there'd be a priceless treasure at the end!\! What gives?\! Errmmmm, wait a second.\! Hi, Barnabas.",...ここが宝探しのゴールね...なになに...\!「最後のヒント...そこに貴重な宝物がある」ですって！？\!あれ、ここ？\!ああ～、そういうこと。\!...あなただったのね、バルナバス。
Nice to see ya.\! I knew you'd make it.,おお、シビル。\!お前さんならできると思ってたぜ。
How'd you know that?\! This was a challenging hunt!\! I might still be lost in the woods...,どうしてこんなことさせるのよ！\!ここまで来るの、大変だったのよ！\!森で迷子になったらどうしようって、ヒヤヒヤしたわ...
"Anyone who knows about you knows that's what drives ya. A challenge.\! If I made it easy, you'd'a got bored and I'd just be stuck here waitin' like a fool.",でも、楽しかったろ？お前さんは、チャレンジが大好きなお転婆娘だ。\!だからよお、お題が簡単すぎたらすぐに退屈して、仕掛けた俺はただの間抜けになっちまう。
"Ahhhh, very clever, Barnabas.\! So... you're the priceless treasure or what?",ああー、なるほどねえ。それはそうかも。\!それで、貴重なお宝ってのは...あなたのことなわけ？
Well...\| no.\! Just couldn't think of a better clue.\! Writing's never been my talent...,いいや...\|そうじゃねえ。\!その、いい文章が浮かばなくてよ。\!ものを書くのはてんでダメなタチでな...
"I hope you'd consider the time we've spent together.\! How far we've come, and that it's just you and I here, in this grove.\! To me, that's priceless.\! And...\| this farmer would like much, much more of that.",ただよ、ちょっとばかしの間、これまで一緒に過ごした時間のことを考えてみてくれ。\!俺たちの旅の道のり...そして今、この木立にいるのは俺とお前さんだけだ。\!俺にとっては、それが一番の宝物なんだよ。\!そして今...\|この農夫あがりの老兵は、それ以上のものも欲しいと思ってんだ。
"Oh, Barnabas...\! That's what you want? Just a lot more of me?\! Gosh, this whole, big, elaborate scheme... it's not what I'd expect from you!",ああ、バルナバス...\!何が欲しいって？...私と過ごす時間とか？\!ハァ、まさか私を口説くために、こんな計画まで立てるなんてねえ...予想しなかったわ！
Yeah... guess I just wanted to try somethin' foolhardy again.\! Maybe show you that I still got a bit of spark left in me.,へへ...若い頃みたく、ちょっくら無謀なことをしてみたかったのさ。\!まあ、俺の魂の中に、少しだけ「情熱の火花」ってやつが残っていたもんでよ。
That's...\| so cute.\! But so silly.\! The last thing I need is even more foolhardy in my life.\! I want the Barnabas I see day in and day out.\! I want a whole lot more of that guy!,まあ...\|なんてかわいいのかしら。\!ちょっとお馬鹿さんにも見えるけど。\!私の人生に、これ以上の「無謀」なんていらないのに。\!でもね、あなたには毎日傍にいてほしいわ。\!それに、あなたという人をもっともっと知りたいの！
"And that you shall have, Sybil... if you'll have me too...",それならシビル、これから喜んで教えてやるよ...あとはお前さんのことも...
"Yes, you goofball!\! Come on, just walk me back to base and tell me how you thought of this whole grand scheme.",ああもう、わかってるわよ、この馬鹿！\!とりあえずこの帰り道で、どうやって計画を立てたのか、まずそこから聞かせてもらおうかしら！
