ENGLISH,JAPANESE
"Hey there, Jules.",ああ、ジュールス。
"Oh, hi \n[8]!\! Great to see you.",やあ、\n[8]じゃないか！\!会えてうれしいよ。
I'm pretty relieved that you and I ended up on the same team.\! Not sure if I would have made it through the Academy without you.,こっちも、また同じ部隊の一員として戦えるなんて、最高の気分さ。\!君なしでは士官学校での生活を乗り切れたかどうか...
"Yeah, I'm glad we got assigned to the same campaign, too!\! Lucky break, huh?",でも、あそこで頑張ったからこうして同じ行軍に参加できたんだ！\!人生なかなか捨てたもんじゃないね！
"So, what it's been like for you growing up in Veridia, as a Sayunaari?",ところで、サユナー人としてベリディアで生まれ育ったというのは、どんな感覚なんだ？
"Well, I feel very fortunate.\! My adoptive parents made sure I didn't grow up without knowing about my Sayunaari heritage.\! It sounds like such a wonderous place...",とても幸せだったよ。\!養父母は、僕がサユナーの血を引いていることを、ちゃんと教えてくれた。\!とても素晴らしい場所なんだって...
"Yeah, shame, outsiders can't show their face there anymore without being turned away.\! They lost so much during the Succession War, and for basically nothing.",そうだな。もっとも、今はよそ者はすっかり歓迎されなくなった、という話は残念ではあるが。\!彼らは継承戦争でいろいろなものを失った。その犠牲の見返りさえも得られずに。
"They are protective of their way of life, so say my parents!",まあ、両親曰く、とても保守的な土地柄らしいからね！
Maybe Veridia's leaders could learn a thing or two from that.\! I can't imagine what good is to come from the attacks on the Donari Temples.\! Most Veridians are devotees of Donar... it's as if they're trying to provoke people.\! Eh... I know you don't like this sort of thing.,ベリディアの指導者もそこから何かを学べるかもしれないな。\!伝統あるドナー神殿を攻撃して何を得られるのか、とても理解なんかできない。\!ほとんどのベリディア人はドナーの信徒だ...なのに、まるで近頃の行政機構は民を挑発しているかのようだ。\!ああ、悪い...君はこういう政治談議は好きじゃなかったな。
"It's okay. You usually go over my head with this stuff, but I like listening to it anyway.\! You're great company, \n[8]!",いや、構わないさ。そういう話は詳しくないけど、聞くこと自体は興味深いからね。\!それに今は、君と会ったってことだけで、なんでも楽しい気分なのさ、\n[8]！
"Haha, sometimes I don't understand your optimism, but I sure appreciate it.",ハハハ、君の明るさがどこから来るのか理解できないけど、それが素敵なことなのは確かだね。
