ENGLISH,JAPANESE
"They're here, love... I mean, Diana. I mean...",あいつらが来たぜ、ハニー...じゃなかった、ダイアナ。ヘッヘッ...
We have guests! Come and greet your adoring public!,おい、客だぜ！ちょっとこっちに来てやりな！
"With no one to carry the Temple scripture's legacy, this book's secrets are locked away... forever.",聖典解読の知識が失われたため、この本の秘密は永久に封印されてしまった...
That the corrupt hearts of men will someday exploit our new found ignorance...\! Its certitude is troubling. And one wonders what I must now do to protect the future.,人類がまた堕落した暁にその知恵が再発見されれば、きっと悪用されるだろう...\!実に厄介なことだ。未来の世界を守るために何をすべきなのか、よくよく考えなくては...
My apologies... it's good to see you again.,ああ、すまない...よく来てくれたな。
They say you have decided not to take the title of Grandmistress of the Temple... but why? Who better to serve in this role?,聞いた話だと、大祭司への就任を辞退したそうですね。なぜですか？あなた以上の適任者はいないはずなのに。
...It is not my title to bear.\! A mind and soul of great caliber and purity will come to fulfill the role... I can only do my best until then.\! Did you need something of the Temple?,...私にその役は務まるまいよ。\!いつの日か、明晰さと純真さを併せ持つ魂が現れ、その地位を継ぐことだろう...私はその時まで、日々の務めを果たすのみだ。\!ところで、今日は何の用で来たのかな？
"Diana, I just wanted to see if now'd be a good time to make my induction into the Sisterhood of Justice official!\! You mentioned, back in Embor, that we should do this when we get the chance, in front of all the Temple.\! I know I have much to answer for... so perhaps now I've lost the privilege...",自分は「正義の姉妹」の一員になるべきかどうか、それを知りたくて来ました、ダイアナ様。\!エンボーにいた時、できれば神殿の前でそうすべきだとおっしゃいましたね。\!もちろん、私には答えなければならないことがたくさんあります...ひょっとしたらもう、「姉妹」を名乗る資格さえないかもしれない...
"And, well... I was also wondering if Barnabas and I could get married here!",ええっと、あとは...できればここで、バルナバスとの結婚式を挙げたいと思って！
"Whoa, hold up a minute!\! Well now you've got me in a pickle, askin' all formally like that.",ほええ、ちょっと待った！\!俺はそういう堅苦しい場は苦手な性分なんだ。
"Oh come on, what are you waitin' for, the right time to settle down?\! Hahaha!",ええ、何言ってるの？いい加減、身を固めなきゃいけない年でしょ！\!アハハ！
Heh. Fair enough.,へっへっ...まあ、それもそうか。
"Ah, you'd just like to make it formal.\! To be honest, I'd forgotten all about that. To me, your induction into the sacred order was official then and there.\! But, after your decision to follow Lysander, I still want to see you mature a bit, not to fall so easily to suggestion. You must be your own person.\! ...\|One year of satisfactory service to the Temple, then you will reach the first rank within the Sisterhood of Justice.\! That's the best I can do, and I believe you have what it takes.",ああ、正式に夫婦になりたかったのか。\!正直なところ、すっかり忘れていた。私に言わせれば、正義の姉妹への正式入団は、すぐに認めてもいいくらいだった。\!ただ、ライサンダーの言葉に惑わされたことがあってから、もう少し戦士としての成熟を見守りたいとも思っている。あなたは精神的に一人前ではない。\!...\|ただ、神殿への十分な奉仕をあと1年続けたら、「正義の姉妹」に入れていいのではないかと思う。\!これが私にできる最善の提案であり、きっとあなたのためになると信じているよ。
"And in regards to a marriage ceremony, talk to Stefan about that.\! Though, I suggest the groom agree voluntarily first.",あと、結婚式については、ステファンと話を進めておいておくれ。\!ただし、新郎がそのことに同意してくれたらの話だが。
"I am ready, Diana... more than ever, to devote myself to this Temple.\! I formally request another chance to become a member of the Sisterhood of Mercy.\! I'll do whatever it takes.",ダイアナ様...私はもう、この魂を神殿に捧げる覚悟はできています。\!ゆえに、今一度「慈悲の姉妹」の一員になるチャンスをいただきたいのです。\!そのためなら、なんでもします。
"...Given the circumstances, perhaps another chance is warranted.\! I do not blame you for what you must feel is a betrayal. You could not ignore your instincts.\! But this will be the second Temple induction chance for you, which is highly unusual...\! One year of satisfactory service, then you will be granted the first rank within the Sisterhood of Mercy.\! That's the best I can do, and I believe you have what it takes.",...すべての状況を考慮すれば、もう一度チャンスを与えてもいいと思う。\!かの裏切りの件については、今さら責めることはしない。ああいう判断をしたのも無理もないことだ。\!ただし、2度目のチャンスが与えられるのは極めて例外的なことなので、ゆくゆく自覚するように...\!神殿への十分な奉仕を1年続けたら、「慈悲の姉妹」に加わることを許そう。.\!これが私にできる最善の提案であり、きっとあなたのためになると信じているよ。
"Hey, not bad, all things considered! Whaddya say?",ほう、なかなか面白そうじゃねえか！で、どうなんだ？
"...\| Thank you so much. You won't regret this, I swear!",...\|ありがとうございます、ダイアナ様。きっと立派にお仕えして、一人前になってみせます！
"\n[8]...\| We go into the unknown.\! With the dark god slain, the people of Tahnra again have the power to bring about great change, for both good and evil.\! I do not know what lies ahead for you. But if you need me, I'll be there.",\n[8]...\|我らは今、未知の時代に入りつつある。\!暗黒神を倒したことで、ターンラの人々は再び、善悪の両方に大きな変化をもたらす力を手に入れた。\!その先に何があるのかは、正直わからない...だが、私が必要な時はいつでも呼んでおくれ。きっと力になるから。
