ENGLISH,JAPANESE
Chapter 11: Taking Fort Eureeka,第11章:危険なる賭け
"Bonanza! So many little toy soldiers on the battlefield, just for me.\! Very well, if my actions today will grease the wheels of power, so be it.",あらあら！こんなにたくさんの兵隊さんが来てたのね。\!いいわ、なら今日は車輪に油を指すくらいにしておいてあげる。
"\c[1]Just enough to stop their momentum, Beatrix!\! Don't kill everyone right now - we need more time to prepare for the next phase!",\c[1]敵の勢いを削ぐ程度に留めるのだ、ベアトリクス！\!全員を殺すでないぞ。計画の次の段階に向けての準備が必要なのだからな！
"Quiet, old man, I was born for this...\| It's time, my poor little soldiers... come to Beatrix!",ああもう、年寄りは黙ってなさい。生まれつきの性格ってのは変えられないのよ...\|さて、哀れなおもちゃさん...このベアトリクスが遊んであげるわ！
"Th-that mage is some sort of demon!!\! Men of Isanter, full retreat!!",あの魔法使い、化け物だ！\!イサンテル隊、全軍退却！！
...How dare you? Did I order you to retreat?\! I am not bored with slaughtering you yet!,...まあ失礼ね。勝手に罵って、勝手に逃げるなんて。\!ここからが虐殺ショーの本番だったのに！
Damn. We're on our own out here.\! If you want something done right...,なんということだ。ここからは自力で何とかしなくては。\!だが、うまくいくだろうか...
"That enemy sorceress singlehandedly decimated Isanter's most elite forces...\! Unless you've got something up your sleeve, \n[8], I pray you find a way to avoid sending our troops anywhere near her.",あの魔術師、イサンテルの精鋭部隊をたった1人で壊滅させた...\!\n[8]よ、何か秘策があるなら別だが、そうでないなら、あの女の近くを通るのはくれぐれも避けることだ。
Noted. Let's see how this shakes out.,了解。さて、どうやって切り抜けたらいいものかな...
"My gracious... these ones are feisty.\! Oh well, I've had my fill.\! Have fun playing war, darlings.",あらら...なかなか楽しいパーティだったわ。\!でも、もうお腹いっぱいよ。\!それじゃあ残りの戦い、せいぜい楽しんでね！
"If we don't see her again, it'll be too soon.",ふぅ、願わくば二度と戦いたくないものだな。
"Sigh... what a bore, these temple types.\! But I do think I've sent enough of them to the void for today.\! Have fun playing war, darlings! Nap time for Beatrix.",ハァ...この神殿の人たちもつまんないわねえ。\!まあ、今日はここらでもう十分ってところかしら。\!それじゃあ残りの戦い、せいぜい楽しんでね！ベアトリクスはここらでお帰りよ～。
