ENGLISH,JAPANESE
Chapter 30: Armageddon,第30章:アルマゲドン
"If only you knew how mistaken you are, Zanatus...\| But you will know soon enough.",ザナトゥスよ、願わくば手遅れになる前に、己の過ちに気づいてほしかったものだ...\|もっとも、幾ばくもしないうちにそれを思い知るだろうがな。
"Much has changed since last we did battle, Donar.\! Before the first war, humanity was united in banner and in faith.\! Now, your people are born lost and without purpose.\! Although this has made you easy to manipulate, it tempts me to put your species out of its misery, and render your kind extinct forever.",前に戦った時とはいろいろなことが変わったぞ、ドナーよ。\!あの当時は、人類は同じ旗印と信仰の下で団結していた。\!だが、今はあてどなくさまよい、目的を見失っている。\!それにより、人間どもを簡単に操れるようになったのだ。そしてこれより、お前たちを惨状から救済し、永久に絶滅させてやろう。
"Watch out, he's winding up to swipe us with those claws... don't stand in their path!",気を付けてくれ。やつは爪を振りかざし、大きく薙ぎ払ってくる...その射程に入ってはならない！
"It is quite the gambit, coming here, to the Divine Realm, the bridge between what you know to be your home, and the endless darkness beyond this fragile barrier.\! I would admire such boldness if from anyone else!",この神界まで来たこと、改めて褒めてやろう。ここはお前たちの脆き世界と、その向こうにある果てしない闇を結ぶ架け橋なのだ。\!愚かとも言える蛮勇だが、勇気であることに変わりはないのでな！
"Damn, nothing can get through that shield.\! Stop those reinforcements from overwhelming us, and avoid those hot spots - he's targeting them with his magic!",まずいな...あのシールドを破る術はどうやらなさそうだ。\!増援兵に狙いを切り替えるんだ。ただし、やつの魔法の餌食にならないよう、赤い部分に立つのは避けるように！
"Everyone, we need to destroy those soldiers quickly.\! He's trying to absorb them and gain more power!",みんな、敵の増援を速やかに撃破するんだ。\!やつはそれを吸収し、さらなる力を得ようとしている！
"Do you know how much I pity your kind, \n[8]?\! I have watched your supposed greatest minds try to make sense of your history.\! I have seen your institutions lie to your great masses, under the guise of maintaining peace and control.\! Despite this, how little control has your kind ever had.\! Your fates are pre-determined, and history will see me as the great truthteller - the one who saved humanity from its own hubris!",私がどれほど人類を憐れんでいるかわかるか、\n[8]？\!私はこちらの世界から、お前たちが必死に歴史のつじつまを合わせようとしている様子を、ずっと眺めていたのだ。\!平和と安定を維持することを装い、権力者が大衆に嘘を吐き続ける様子をな。\!にもかかわらず、争いと混沌ばかりで一向に治まらないときたものだ。\!ゆえに人類の運命はすでに決定されている。歴史は私を偉大なる真実の語り手として記録するだろう...人類をその傲慢から救った救世主としてな！
"Yes. You have done enormous damage to our kind.\! It will take many generations to repair.\! Perhaps, it never will happen after so many centuries of spilling our own blood - wasted blood.",ああ、よくも我々にここまでの損害を与えてくれたものだ。\!これを修復するには、数世代もの時が必要になるだろう。\!あるいは、もう二度と戻らないかもしれない。あまりにも多くの同胞を失ってしまった。
"But now, we know how to recapture our destiny. All we needed was to see and know the enemy... and it is within us.\! You and your cult have poisoned and manipulated us, but you overestimate your power.\! When you are dead, more just like you will continue to weave chaos, but our fate will once again be ours to decide.\! ...Do you feel that, Zanatus?\! I know you can.\! Surely you feel how my heart is at peace.\! Even if I die today, I've fulfilled my purpose - I've awoked my kind to who you are, and I will rest in peace knowing your grip on humanity is broken, forever.",だが今、少なくとも運命を取り戻す方法だけはわかっている。ただ、敵を見て、知ればいいのだ...そして、それは外よりも内にある。\!お前とそのカルトは人類の心に毒を盛り、操ろうとした。だが、少々我々を甘く見すぎていたようだな。\!お前を倒した後、確かに混乱が起きるだろう。だが、それでも人類は己の運命を己の意志で決めていくことになるのだ。\!...わかるか、ザナトゥス？\!いや、わかっているはずだ。\!私の心は今、平穏の中にある。\!たとえ今日死ぬとしても、あるべき使命は果たしたのだから。同胞はお前の正体を知り、すでに覚醒した。だから、この戦いの結果がどう転んだとしても、もう人類の支配などは到底できようはずがないのだ。
"\n[8]...\|\| I imagine you foresaw this.\! In the end, I have served my purpose.\! And to a far, far greater power, I will be of use.\! And then, the races of this little realm will understand the meaning of humility...",\n[8]...\|\|\!お前は心底、こうなることを予見していたのだろう。結局は私も、自分の役を演じさせられていたに過ぎなかった、ということか。\!己よりもはるかに巨大な力に、駒として使われたと...\!つまるところ、傲慢で身を滅ぼしたということなのだろうな...
