ENGLISH,JAPANESE
All the children are safe?,子供たちは皆無事か？
"Yep, but we're runnin' out of places to send 'em...",ああ、もう送り届けてやる場所はないがな...
And what of our partners in the other cities?,それで、他の町に向かった仲間たちは？
Not a peep. Wouldn't get my hopes up.,音沙汰ねえな。もうあきらめるしかなさそうだ。
"We have defeated so many of them, and freed so many children... and I am no closer to my Alex.\! The Empire takes them to the detention camps faster than we can move.\! We cannot keep this up forever...",今まで数多くの敵を打ち負かし、数多くの子供たちを解放してきた...なのに、アレックスへの手がかりは一向に得られない。\!その上、帝国はこちらよりも早いぺースで子供たちを連行している。\!いつまでもこの調子ではいけない...
I take it you all feel the same?,あなたたちもそう思うだろう？
I'll keep swingin' my sword and killin' Imperials until my strength gives out.\! Big picture be damned.,もちろんだ。俺は命が尽きるその瞬間まで、帝国の輩どもをぶった切ってやるつもりさ。\!細けえ戦略なんざクソ食らえだ。
Our men are pretty exhausted...,僕の部下たちは、かなり疲れているようだ...
"This is the fourth home we've made for ourselves.\! They will eventually come here as well, and we will have to find a fifth.",もう4回も拠点を移している。無理もないな。\!じきにここも見つかるだろうし、そうなると5つ目の場所を探すことになる。
It is time we finally pursued the prophecy as we should have long ago.\! Gods forgive me for my lack of faith...,ならば、今こそ預言の答えを求めるべき時だろう。本当は、とうの昔にそうすべきだったのだが。\!でも、神はきっとこの手落ちを赦して下さるはず...
"Alex... I'm sorry...\| I will find you some day, but for now I must follow my faith...",アレックス...すまない...\|いつか必ず助けに行く。今はただ、ドナーの導きを信じよう...
Ya mean that page you found from the monastery ruins?,その預言どうこうってのは、修道院から持ってきた例の本のことかい？
"""Back to where it all began"" were the Grandmaster's dying words, as he handed me the key to the vault.\! These words have haunted me since \n[8] left us.\! The page, and his words, point to the holy mountain, Mount Ptolomea, where the first battle with Zanatus took place.\! I must make the pilgrimage to the holy site there.",「すべての始まりの地に向かえ」...大祭司から金庫室の鍵を渡された時に言われた言葉だ。\!\n[8]がいなくなってから、その言葉がずっと離れなくて...\!例の書と大祭司の言葉は、ザナトゥスとの最初の戦いが行われた霊山、プトロメア山を指している。\!その頂にある聖地へ向かうのだ。
Only the gods above can be our salvation now...,その地のはるか上にいるであろう神々だけが、我らを救うことができる...
"If I must, I will do this alone.",皆の賛同が得られないなら、私1人でも行くつもりだ。
"Problem bein', not even you could go that route by your lonesome.\! The only way is through the Imperial palace... they've got that holy site guarded by some magical doodads.",あのなあ、お前1人で行くかどうかが問題じゃねえんだ。\!あの山に行くには、帝国の宮殿を抜けてかなくちゃならねえ...しかも、わけのわからねえ魔法に守られてるって話だ。
"You know the way, Barnabas?",案内できるのか、バルナバス？
"Yep, but yer not gonna like it.\! I betcha we can break into the palace through the sewer exits, but even that's got an Imperial presence guarding it on the outside.\! You'll need all of us to get in there.\! ...And ya got me so far.",ああ、でもきつい道のりだぜ。\!地下に忍び込めば宮殿は抜けられるはずだ。でも、抜けたらその先に帝国兵どもがウジャウジャいるってもんだ。\!行くなら全員で力を合わせねえと、とても無理だ。\!...まあ、少なくとも俺は協力してやるがな。
"Of course I will support you as well, Sister Diana...\! As will my brother, yes?",言うまでもなく、私も協力しますわ、ダイアナ様...\!お兄ちゃんもそうするでしょ？
It looks like my sister has decided for me!\! I'll do my best...,他ならぬ妹にそう言われちゃ、嫌とは言えないな！\!頑張ってみるよ...
Diana...,ダイアナ...
"I've stuck by your side through much worse.\! Well, not sure we've ever tried to break into the capital of a world-spannin' empire before, but hey, y'only live once, I say.",もう今さらお前との縁は切れねえってもんだぜ。\!まあ、世界一の帝国の都を潜り抜けるなんて、並大抵じゃねえだろうが、一度きりの人生だ。大博打かましてやるのも悪くねえ。
"Thank you...\| And for the last two years as well.\! We have fought, and we have run away, but at least, we are still here, still fighting.\! If I die on this mission, I will die a free woman, with my knee unbent to the will of evil.\! I do not expect any of you to throw your lives away.\! Once I am on the path to Mount Ptolomea, please go into hiding, or retreat back here to safety...",...ありがとう。この2年、皆本当によくやってくれた。\!共に戦い、共に退き、それでもまだ、誰一人希望を捨てていない。\!それに、仮にこの旅の途上で死ぬとしても、悪党どもに跪くことなく、自由な女として死ねるのだ。\!もっとも、この中の誰にも無駄に命を捨ててほしくはない。\!だから、私がプトロメア山への道に抜けたら、身を隠すか、ここに戻って安全を確保してくれ...
"Don't say g'bye just yet, lady.\! Come on, let's give fate and prophecy a little nudge in the right direction...",しみったれたこと言うにはまだ早いぜ、ダイアナ。\!まあ、運命だか預言だか知らねえが、そいつにいっちょ身を任せてみるとしようや...
