ENGLISH,JAPANESE
Chapter 27: Return to the Origin,第27章:因縁の地へ
"Your excellency, the Nephilim Army has reached the capital!\! What are we to do?",陛下、ネフィリム軍が都に迫ってきます！\!どうかご指示を！
What in blazes do you mean?\! Go out and fight them!\! You are wasting time!,指示だと？\!そんなもの決まっている。出撃し、迎え撃て！\!くだらぬことを聞くな！
"My Emperor, we have already swept all of Armitage for conscripts.\! There's nothing left. We no longer have the strength to fight back.\! Only a handful of exhausted veterans from past battles...",陛下、我が軍は既にほぼ全兵力を使い果たしています。\!残存兵力はごくわずかで、もはや敵の攻撃に耐える余力はありません。\!疲弊しきった少数の部隊に一体何ができると言うのでしょう...
"Then the veterans should gather whoever they can, man the walls, and repel the Orphan's pathetic army!\! Do I have to do everything myself or can you manage this?!",兵士が足りないなら、民を集めろ。城壁に人員を配置し、あの卑しき悪党の集団を打ち砕くのだ！\!その程度のことさえできぬなら、この私が直々に指揮を取るぞ！？
"Y-yes, your excellency...",め、滅相もございません、陛下...
"Most of their army...\| skinny youths, or old men...",残された兵士たち...\|瘦せこけた少年兵に、やつれた老兵...
"That's just whatever scraps Casamir still has left... they should be ripe for surrender.\! But the Zanatus cultists will also be here with powerful and merciless warriors.\! Regarding the demoralized remnants of the Imperial Army...\| Casamir would sacrifice their lives just to stave off the inevitable for a few moments.\! I think you know what to do, \n[8].",カサミールはもはやこんなガラクタしか持っていない...降伏を迫れば、応じる者も多数いるはずだ。\!もっとも、精強かつ無慈悲なザナトゥス教団の兵も、交じってはいるがな。\!士気のない帝国軍についてだが...\|カサミールは、避けられない敗北をほんの少し引き伸ばすためだけに、部下の命を犠牲にしようとしている。\!そうと来れば、やるべきことはわかるだろう、\n[8]？
"""An army of lambs can become lions at a moment's notice""...\! Do you see that balcony, atop the Imperial Palace?\! That's where they watched me executed in cold blood, and where they cheered and celebrated it...\! these people would have me thrown to the dogs.",「羊のような集団も、一瞬でライオンになる」\!宮殿の上のバルコニーが見えるでしょう？\!やつらは私の処刑を笑いながら見物し、歓声を上げて祝ったのです...\!さらに私を罵り、侮辱した。
"No...\| you bend the knee to Casamir, your life is forfeit!!!",赦さない...\|カサミールに媚びたクズども...一人残らず地獄に送ってやる！！
Uhhhh..... \n[8]?\! What's goin' on?!,ええっと...\n[8]？\!一体どうしたってんだ！？
By Donar...,うむ、まずいことになったな...
"We have been in an impossible situation! Facing death at the hands of the culists for dessertion, or against you in combat!\! We thank you for showing mercy...\| please accept this on the behalf of the people of Armitage.",なんというひどい有様だ！脱走を計ってカルト兵に殺されるか、戦って敵に殺されるかだなんて！\!情けを示してくれたこと、心より感謝する...\|アーミテージの民を代表し、これを受け取ってくれ。
