ENGLISH,JAPANESE
Duke Jaromir.\! How are the Emborian troops holding up?,ジャロミール公爵。\!エンボー軍の方は順調か？
"Well... I knew you were a man of few words, but you've really outdone yourself.",ええっと...あなたが口数の少ない男なのは知ってるが、さすがに黙りすぎじゃないかな。
...\| I find it difficult to fathom your existence.,...\|あなたの存在を推し量るのは難しい。
...Still?!,...まだそんなことを！？
The idea of you continues to defy my understanding.\! You are...\| holy Donar.,それはもはや、私の理性の限界を超えているのだ。\!なぜならあなたは...\|聖ドナーその人なのだから。
Nope.\! \n[8].,違う。\!私は\n[8]だ。
"I know the scriptures like they were my own children.\! Donar stands before me.\! You are the embodiment of truth, and the bringer of light.",私は聖典を我が子のようによく知っている。\!だからこそ、目の前にいるのはドナーの化身そのものだと断言できる。\!あなたは真実の具現化であり、世に光をもたらす者なのだ。
"Okay...\| sure.\! It is I, holy Donar!\! Gaze upon my radiance!\! I come to bring the ultimate truth in the universe!",ああ...\|はいはい。\!では、救世主のように振舞えと？\!「我の前にひれ伏せ」とでも言えと？\!宇宙神とでも名乗れと？
"...You underestimate my faith, \n[8].\! Even through your jokes, my soul is shaken to its core.",...\n[8]よ、人の信仰を茶化さないでいただきたい。\!例え冗談のつもりでも、あまり気持ちのよいものではないのでな。
"Sheesh.\! You ARE dedicated.\! Jaromir...\| I like you.\! You are... so noble, like a throwback to a nobler time.\! Please don't lower yourself to this.\! I am nothing special.",まったく、\!信心が強すぎるのも考えものだ。\!ジャロミール...\|あなたはいい人だ。\!...とても高貴で、まるで古き良き時代の君主のようだ。\!だから、あまりへりくだった態度は取らないでくれ。\!私は何も特別なんかじゃない。
"...Please, be my wife, \n[8].",...\n[8]よ、頼む。我が妻になっておくれ。
...Wha-wha-whaaat?!,...え、え、ええええええええー！？
"You have changed my life. Nay, the whole world.\! Your return to this world has given me purpose.\! Have I not been of benefit to you, \n[8]?",あなたは私の人生を変えた。いや、この世界を変えた。\!あなたはこの世界に戻り、私の人生に目的を与えてくれた。\!これまで微力とはいえ、あなたの役に立ったつもりだ、\n[8]。
"Of course!\! I mean... no one else believes as strongly as you!\! It is quite a leap to try and wife me, though, fella!",それはもちろん！\!あなたくらい私を信じてる人などいないだろうし！\!でも、いきなり妻になってくれというのは、ちょっと...
...May I know your answer?,...答えてくれないのか？
"Well...\! You know how I like to think things over, but...",その...\!いつもならいろいろと考えてしまうところだが...
"What woman doesn't dream of a man like you, solemnly professing his dedication?",あなたのような真面目で献身的な人に告白されて、うれしくない女などいるわけがない。
"Okay, well, not the quickest on the uptake there, Duke.\! Yes! I accept.",まあ、あまりにも急だからびっくりしたけど...\!あなたの告白...受け入れるとしよう。
That warms my heart greatly.\! You shall make a fine Duchess.,ああ、それをきいてホッとしたよ。\!あなたならきっと素敵な公爵夫人になることだろう。
"Whoa there, Duchess?\! I am apparently the reincarnation of your god, and you'd demote me to Duchess?!\! I think I'll make you my Mr. Donar instead. Ha ha ha...",ええ、公爵夫人？\!今まで神の化身だったのが公爵夫人なんて...ひどい格落ちじゃないか！？\!なら、あなたもドナーの化身にならないとな。フフフ...
