ENGLISH,JAPANESE
Chapter 12: Upheaval,第12章:混沌
"My Duke, we have word that there is a massive riot in the streets of Rimorgue!\! The mob is calling for an end to war and they demand compensation!\! Our government has been exiled!",閣下、つい先頃入った情報ですが、リモーグで大規模な暴動が起こっているとのことです！\!なんでも民衆は、戦争の終結と生活の補償を要求しているとのこと！\!大臣が逃亡したとの情報もあります。
What?!\! Why now?!\! Then we mustn't waste time!\! We must take Fort Eureeka without delay - overwhelm their defenses! Charge!!,なんだと！？\!どうしてこんな時に！？\!ならば、もはや一刻の猶予もない！\!全速力でエウレカ砦を攻略せよ。敵の防御を一気に蹴散らすのだ！全軍、突撃！！
"So, it's come to this...\! Lysander, how could I have miscalculated this bad...",まさかこうなるとは...\!ライサンダー将軍、どうやらすべてを見誤っていたようです...
"Don't worry about it. Look at them, they're fools.\! Preparing to charge a position as heavily fortified as this.\! They're throwing lives away... one has to wonder why.\! As long as we control the chokepoints in the walls, Fort Eureeka will hold.",心配するな。見ろ。敵は愚か者の群れ、烏合の衆だ。\!ここまで強固な守備を誇る要塞に、無鉄砲な正面突破を仕掛けようとしている。\!もはや自殺に等しく...戦略の体すらなしていない。\!外壁の出入口さえ固めておけば、砦が落ちることはそうそうにないはずだ。
Hopefully they'll take enough damage to lose their appetite for bloodshed...,願わくば、早く己の過ちに気づいて、撤退してほしいものですね...
\c[1]Permadeath has been turned off for this chapter.,\c[1]この章では、永久死亡はオフになります。
Terenor! Stop this!\! You can call it all off and realize you've been mislead.\! Casamir thinks he can wag you around like a dog...\| we musn't give him what he wants!,テレノール！攻撃をやめろ！\!頭を冷やして、自分が操られていることに気づけ！\!お前はカサミールに振り回されている...\|あの男が望むように動いてはならない！
"It is too late for that now, \n[8].\! One of us will die today, so unless you wish to leave this world in disgrace, raise your weapon!",もう何もかも遅いのだ、\n[8]。\!今日、私かお前のどちらかが死ぬ。この世界に秩序を欲するなら、武器を構えよ！
"Ugh... you ARE a predictable oaf!\! Fine, then die the lapdog of a traitor!",ああ...お前はどこまでも愚かなんだな！\!いいだろう。ならば望み通り、裏切り者の犬として死ね！
"Ugh...\| Donar, forgive me...",うう...\|ドナー、お許しを...
With Terenor dead... what's going to happen??,テレノールが死んだ...一体どうなるんだ？
A meaningless death.\! But Casamir's still out there.\! We need to stay vigilant!,まさに犬死にだな。\!だが、カサミールは健在だ。\!一同、警戒を怠るな！
"Oh, Terenor died in battle?\! How unfortunate.\! It seems we will have to clean up this mess now.",テレノールが戦死しただと？\!それはお気の毒に。\!ならば、我らがこの混乱を収めるとしようではないか。
What the...?!,なんだと...！？
Such firepower...\| they lured us to a trap.\! As if they knew we'd be here exactly at this time. How...,この火力...\|見事に罠にかかったな。\!まるで、こちらの動きをすべて読んでいたかのようだ。だが、どうして...
"Everyone, fall back to the keep!\! Stay out of range of those cannons! Maybe we can hold them off if we stand strong!",全員退避して守りを固めろ！\!大砲の射程には絶対に入るな！なんとか耐えしのいで、切り抜けるんだ！
Jules...\| we have followed \n[8] into the jaws of Hell...,ジュールス...\|私たちは\n[8]と共に、地獄の入り口に入ろうとしているわ...
"It is a tough situation indeed, Narima.\! We're still alive, though.",確かにきつい状況だ、ナリマ。\!でも、まだみんな生きている。
"Jules, if it comes down to it, would you die for \n[8]?\! Would you die in this war among squabbling Veridian nobles?",ジュールス、あなたは最悪、ここで\n[8]のために死ぬつもりなの？\!ベリディアの貴族の内輪揉めのために？
"Narima...\| we're all here together.\! I don't want anyone to die, and that includes you and I!\! Why are you so worried about me over the others?",ナリマ...\|僕たちは1つだ。\!だから、誰も死なせるわけにはいかない。無論、君も僕もね！\!どうしてそんなに僕のことを心配してるんだい？
"...\| Someday you'll know.\! But not today.\! Today your job is to survive, do you understand?!",...\|いずれわかる時が来るわ。\!でも、今じゃない。\!今はただ、生き残るのよ。わかった！？
"Same to you, Narima.\! You've looked out for me so much thus far, so I'm not going to let you throw yourself away either!\! Come on, let us defend this fortress as a true Sayunaari would!",君もだよ、ナリマ。\!君は僕を気にかけてくれた。だから僕も、君を無下に死なせはしない！\!さあ、サユナーの真の戦士として、この砦を守り抜こうじゃないか！
Truly noble in deed... Donar watch over you.,本当に純粋な人ね...あなたにドナーの加護がありますように。
"Sybil, you stay sharp out there, y'here me?\! I got a funny feelin' about me now.\! Not a good one.",シビル、ここは油断すんじゃねえぞ。聞いてるか？\!なんだか妙な胸騒ぎが止まんねえんだ。\!間違いなく、悪い方のやつさ。
You goin' soft on us or what?!\! This is what I live for!\! My heart is racing...\| if only I could feel like this all the time.\! It's like there's fire flowing through me!,あなた、いつからそんなやわになったわけ！？\!私はむしろ、戦士の血が騒ぐわ！\!心臓のざわめき...\|この感覚を少しでも長く味わいたいの。\!炎が全身を駆け巡るこの感覚をね！
"Listen t'me, kiddo...\| this ain't lookin' pretty.\! I been down this road before.\! You'd should trust this old man's gut feelin' - it's the best friend I got.",よく聞きな、お嬢ちゃん...\|今回ばかりは楽しい冒険じゃねえんだ。\!俺はこの感覚に覚えがある。\!じじいの勘ってやつを信じろ...この世で一番当たる占いだぜ。
...\|Whaddya mean?\! You don't think we'll make it?!,...\|何が言いたいの？\!ここで全滅するとでも！？
"Ain't nothin' like that, just...",そうじゃねえよ、ただ...
"Barnabas...\| How'd such a sweet man end up a soldier anyway?\! Come on, we can do this!\! They'll have to kill me a thousand times before they win!",バルナバス...\|まったく、どうしてこんな温和な人が兵士になったのかしらね？\!大丈夫よ、何を起きたりなんかしないわ！\!私は千回倒されないと死なないんだからね！
"Stefan, you seem shaken.",ステファン、震えているのか？
I'm doin' okay!\! No really... I'm fine!,んなことねえってんだ！\!まあ、その...大丈夫ってもんさ！
It seems the enemy has lured us into an impossible situation.\! This may be the end.,敵に完全に裏をかかれてしまった。\!もう終わりかもしれない。
"...\| Y'always were a bright and sunny personality, Diana.",...\|お前は最高の相棒だよ、ダイアナ。
"As you would say, ""don't shoot the messenger.""",それはこっちのセリフだ。
"Yeah, I'd probably say that...",だがこの状況は...
"Yer serious, aren't ya...",本当に冗談じゃ済まねえな...
"Stefan... this is not the life for you.\! I will not tell the others should you happen to slip away.\! If I fall in battle, I need you to protect my Alex.",ステファン...ここでお前が死ぬ理由はない。\!こっそり逃げたとしても、それを他言はしない。\!ただ、私が死んだら、アレックスのことだけはよろしく頼む。
Diana...,ダイアナ...
Just promise me that...,頼む、約束してくれ...
"...Alright, alright!\! ...Bah, you've always gotta talk about dyin'.\! You may not care if that happens but damn, some of us sure will.",...ああもう、わかったよ。\!お前はいつも死ぬ死ぬって、うるせえやつだ。\!お前が死んだらな、俺たちが困るんだよ！
"If they do kill me, my body will perish, but they will never see a Paladin on their knees.\! Until such time, do keep count of how many fall to my hammer... and tell the world what it means to go against the Paladins of holy Donar.",私を殺せばこの肉体は滅びる。だが、パラディンの誇りにかけて、絶対に降伏はしない。\!だが、その時が来るまでは、足元の死体の数を数えてくれ...ドナーのパラディンに抗うとどんな結果になるか、世に伝えておいてくれ。
"Now you're talkin'!\! Come on, let's make a story that'll be burned into memory for a thousand years!",ハッハッ、そうだ。その意気でなくっちゃよ！\!ここで千年語り継がれる伝説を作ってやればいいんだ！
"Zelos...\| I couldn't make it.\! Wherever you are, you'll have to make things right...",ゼロス...\|すまない。\!今君がどこにいるのかは知らない。だが、残された使命は、君に託そう...
"All this carnage, because I thought I knew what the hell I was doing...",この惨劇は、己の愚かさの代償だ...
Casamir...\| Someone... something...\| will destroy you.\! Even if I must from the grave...,カサミールよ...\|誰かが...\|誰かが必ずお前を倒すだろう。\!たとえ私が倒れようとも...
"Stubborn little street rabble. As you wish, we will hold back no longer.\! Commander Trihan, converge on \n[8]'s position with all available forces! Crush them!",うーむ、ドブネズミのごときしぶとさだな。だが安心しろ。すぐ墓場に送ってやる。\!トライハン司令、\n[8]のいる地点に全火力を集中せよ！一挙に粉砕するのだ！
