ENGLISH,JAPANESE
"Stay here, \n[8].\! I will deal with the grandmaster myself.",ここで待っていろ、\n[8]。\!私が直々に師と話をつけよう。
Come on...\| I know who you are...\| why are you doing all this?!\! I'm not going to just let you go in alone...,待ってくれ...\|君が誰だかわかった...\|なら、一体どうしてあんなことを！？\!とにかく、これからは独りになんかさせない...
"His power comes from a source outside of what you can comprehend.\! You must leave this to me.\! You would surely die.\! ...\| Don't let that happen, \n[8].",あの男の力は、お前の理解を超えている。\!ここは私に任せるのだ。\!さもないとお前は死ぬ\!...\|だからそこにいるのだ、\n[8]。
"You've spared the Nephilim.\! This is very disappointing, Hand of Zanatus.\! We were nearly there... so close to ending our struggle.\! I feel utterly betrayed!",ネフィリムを助けたとな...\!お前には失望したぞ、ザナトゥスの手よ。\!あと少しで...この苦しみに終止符を打てるというのに。\!まさかここにきて裏切るとはな！
"There's no need for pretense anymore.\! I learned all I need to know.\! All of your knowledge of the past...\| it is because you were there.\! You've been here since Donar first defeated you in battle.\! Now, you've amassed incredible influence. But that's not enough, is it?\! What do you want?",これ以上お前に従うフリをするつもりはない。\!知るべきことは、すべて知った。\!すべての過去の知識を...\|歴史の当事者としての、お前の記憶をな。\!ドナーに敗れて以来、お前はずっとここにいたのだ。\!そして、世界に徐々に浸透し、影響力を強めていった。だが、どうやらそれも十分ではなかったようだな。\!さあ言え、お前の真の目的は何だ？
"...\|Indeed, it seems we've exceeded the need for pretense, and I have created something I can no longer control.",...\|うむ、ここまで来たら隠し事など確かに無意味だな。それに、私はどうやら制御不能なものを作ってしまったらしい。
"If you must know, after that battle with Donar, I was forced to remain feeble, hiding, taking full advantage of the pity and mercy of the victors.\! But gradually, my people found our way into the Donari halls of power, that we may finally emerge from the shadows.\! And now, we are fully self-determined, no one will humiliate us again!\! We've enlightened great masses of Donari, and cured them of their misguided loyalty to the false gods.\! You, and the Avatar of Donar, and that imbecile Casamir... all fight within the confines of a human lifetime. Petty concerns, these empires and alliances.\! The greatest struggle of this world is mine... to liberate all of Tahnra from the stranglehold of Donar, the greatest deceiver in all creation.\! Great warrior, it is not about what I want. It is about what should be!",お教えしよう。ドナーとの戦いの後、私は力を失い、闇に身を潜め、勝者に蔑まれる矮小な存在と成り果てた。\!しかし、徐々に我が信徒はドナーの力の殿堂に至る道を探し出し、ついに影の領域を抜け出せるまでになった。\!そして今、再び立ち上がる力を手に入れたのだ。誰にも止められる程の力をな！\!さらに、ドナーの民を啓発し、偽りの神を崇める愚かな信仰を正した。\!お前、ドナーの化身、それに道化のカサミール...すべて卑小な人間の小競り合いに過ぎぬ。帝国だの同盟だのは、私にはささいな問題に過ぎない。\!この世界の最大の被害者は私なのだ...歴史上最悪の詐欺師である偽神ドナーから、ターンラを解放しなければならんのだ！\!それは私の願望ではない、使命なのだよ！
"...\| You know there's no way I can just sit here and wait, I've got to do something!",...\|まずいな、これ以上黙って見てるわけにはいかない。なんとかしなくては！
"I told you to stay back, \n[8]...",下がっていろと言ったはずだぞ、\n[8]...
"We meet again, Avatar of Donar!\! Or \n[8], or...\| however you identify these days.\! You do know that there is truly nothing special about you, I hope?\! Perhaps instead, in your limited understanding of things, you've assigned prophecies to that which you cannot explain.\! I suppose it is commendable that you, \n[8], have simply made yourself into a suitable replica for an ancient legend...\! you and your fellow Nephilim worthy hosts for the divine refugees that are the false gods.\! But, perhaps you know that already... ever the skeptic, this one.",久々の再会だな、ドナーの化身よ！\!いや、\n[8]と呼ぶべきか...\|まあ、名前などどうでもよいか。\!頼むから、自分は特別な存在などと自惚れないでおくれ。\!お前の矮小な知性では、預言の中身を知ったとしても、それが何を表すかなど到底わかるまいに。\!\n[8]よ、古代の伝説を演じきったことは褒めてやる...\!だが、これよりお前とネフィリムは、偽りの神々としてその座から永久追放されるのだよ。\!もっとも、お前も薄々気づいていたことかもしれんがな。
"This is a shame, I admit.\! You Donari... this great human experiment, quite the centerpiece of Tahnra!\! A grand and ultimately brittle manifestation of Donar's meddling.\! No matter... in the new world, these silly identities and histories, Veridian, Sayunaari, what have you.\! There is no room for such delineations in this world's future.\! Those who try to cling to ignorance will simply... go extinct, I suppose!\! As for you, \n[8], I'm afraid your journey has come to an end.\! Rest assured, your death will be permanent this time, and will signal the greatest victory against Donar yet, and a harbinger for a new, enlightened age.",何と恥ずべきことよ。\!ドナーのおぞましい人体実験の産物が、ターンラの中枢に居座ろうとしていたなんて！\!いかにもドナーらしい、脆く破壊的な化身だ。\!これより始まる新しい世界では...その愚かな存在も歴史も、ベリディアもサユナーも...\!何もかも消えてなくなるのだ。\!いつまでも無知にしがみつく者は、ただ滅びる運命なのだよ！\!そして\n[8]よ、お前の旅もここで終わりだ。\!だが、安心するがいい。このたびの死は永遠だ。それはドナーに対する勝利の象徴であり、来たるべき栄光の訪れを告げる合図なのだよ。
Aaaagh....\| Being torn apart!!!,ああああ...\|体が...砕ける！！
You crazy fool...\| some things never change...,馬鹿なことを...\|まったく、無鉄砲な性格は相変わらずだな...
\n[8]...\| where is he?,\n[8]...\|やつはどこだ？
"Well, his body disappeared in a spectacular way...\| whatever that means.",消えたよ、一瞬で...\|どこに行ったのかは知らないが。
Guess I really shook him up.,へへ、あいつに一太刀食らわせてやったぜ。
How did you manage to hurt him that way?,でも、一体どうやって？
Blood link...\| thought he could keep me in line with it...\| didn't think I'd really do it...\| did...,血の絆ってやつさ...\|やつはいつまでも俺を操れると思っていたらしいが...\|こうなるとは予想外だったろうさ...\|へへ...
...Zelos??,...ゼロス？
"No...\| Come on, Zelos...",そんな...\|起きてくれ、ゼロス...
Damn...\| I'm still not strong enough.,駄目だ...\|力が足りない。
"Open, hurry up!!",開け！！
