ENGLISH,JAPANESE
"So, you've resolved to exile yourself?",それで、ここを離れることに決めた？
"My role in the Millennium War is over. Zanatus is finally dead.\! I came close to losing myself completely, Diana. I can't face the people of Armitage again...\| not for a while.",ああ、千年戦争は終わった。ザナトゥスは死んだ。\!ダイアナ、私は完全に正気を失いかけていた。アーミテージの人々に合わせる顔がないんだ...\|少なくとも今は。
"To face your own demons... it can be the greatest struggle.\! But the people of Veridia have been fully liberated by you, and will welcome your return, I'm certain of it.",心の中の内なる悪魔に向き合うことは...とても大きな苦しみになる。\!だが、ベリディアの人々はお前によって完全に解放された。英雄の帰還を歓迎することは間違いないはずだ。
"You're probably right. But outside of that, I feel compelled by a call to the east.\| Zanatus's dying words still haunt me.",そうかもしれない。でも、それ以外でも、東からの声に強く呼ばれている感じがするのだ。ザナトゥスの最期の言葉が、今も頭から離れないんだ。
"Accursed demon, still weaving chaos from beyond the void.",やつは今も虚無の彼方から混沌を作り出そうとしている、呪われし悪魔だ...
"He may be a manipulator, but I felt no deception in those words. Zanatus's hatred for Donar, and for me, cannot be described.\! He felt a certain peace in his final moments. As though he'd finished his job.\! We have reports that some of the Followers of Zanatus went into exile, far to the East, bound for Grothnor of all places.",確かにやつは、謀略家かもしれない。ザナトゥスの私とドナーに対する憎しみは、言葉では言い表せないものだ。\!でも、その最期の瞬間、まるで心の平安を覚えたかのようだった。まるで果たすべき使命を終えたかのように。まるで果たすべき使命を終えたかのように。\!また、ザナトゥス教団の何人かは逃亡し、はるか東のグロスノーに向かったという報告がある。
"The existence of Grothnor, the land untouched by Donar's light, has haunted me for some time as well.\| Legends tell that Zanatus emerged from that place.\! I will enjoy crushing what ever abominations dare threaten you there.",ああ、ドナーの光の届かない土地であるグロスノーの存在は、しばらくの間私を悩ませてきた。\|伝説によると、ザナトゥスはその場所から出現したらしい。\!そこでお前の脅威となる忌まわしき者どもを粉砕するのが楽しみだ。
"Sheesh, no rest for the wicked with you around, huh?\| And... no rest for you either?\! What about Alex, and the Temple?",わあ、その言葉からして、これからも悪党どもに息つく暇はなさそうだな。\|それで...あなた自身は休まないのか？\!神殿にいるアレックスのことは？
"The Temple is at peace, and my son is strong.\| It was not difficult to refuse the role of Grandmaster.\! I have been lent the power to destroy evil by the gods, and until such time as I rejoin them in the divine realm, this gift shall be used to its fullest.\! And to you, my oath remains... no foe of yours will remain safe, so long as I live and breathe.",神殿は平和だし、あの子は強い子だ。\|大祭司の就任を辞したのも、さほど難しい決断ではなかった。\!私は神々から悪を滅ぼす力を授かった。そして、神々の世界に戻るその日まで、この力を最大限に発揮するのだ。\!今、ここに誓おう...私が生きている間は、お前の敵に安息の日は一日たりとも来ないと。
"Yeah, I look forward to your bad guy flattening in the coming days.\| Hey, speaking of which, why are you still in your, uh... shrunken state?",じゃあ、敵をハンマーで叩き潰していく光景を、また見られるのを楽しみにしているよ。\|ところで...どうしてまだ体の縮んだ状態でいるんだ？
"I am...\| still adjusting. My instinct tells me to remain in this state, so as not to alarm others.",うむ、まだ...\|いろいろと調整すべきことがあって。私の本能が言っているのだ。人を驚かせないように、この状態でいるようにと。
"Trust when I say, I am not alarmed.\| Come on, do the big lady thing.\| And please don't hold back, I'd very much enjoy riding on your shoulders.",まあ、別にそれを心配してるとかではないんだがな。\|ただ、巨人の姿の方が好きなんだ。\|あと、その肩の上に乗るのも大好きでね。
"\n[8], even you can be shameless.\| But very well, I shall give the Avatar of Donar what's desired and fill this world with my form. Stand clear...",ああ\n[8]、お前にも子供のようなところがあったなんてな。\|まあいい、ドナーの化身に望むものを与え、満足させてあげるとしよう。ちょっとじっとしてなさい...
