ENGLISH,JAPANESE
"Um... hello, Sister Great Paladin.\! I'm Diana. I mean, Sybil, Sybil!",ええっと...こんにちは、大パラディン様。\!それともダイアナ様、がよろしいでしょうか。その...私はシビルです！
"Hello, Sybil. I do remember you!",ああ、シビル。あなたのことは覚えているぞ！
"Well, what do you think?\! I've become a war priestess for Veridia!\! That is, until Barnabas and Jules dragged me out here...",それで、今の私をどう思いますか？\!その、ついにベリディアの僧兵になったんですよ！\!まあ...そのうちバルナバスとジュールスに叩き出されるかもしれないですけど...
That is honorable. You should be proud.,もちろん、めでたいことだ。大いに誇りに思うがいい。
...W-wait! Are you busy or something?,...ちょ、ちょっと待ってください！今、お忙しいですか？
"...\| No, I suppose not...",...\|いいや...
"It's just that...\| I know you give the final word on all Sisterhood of Justice hopefuls, and...",なら、あの...\|「正義の姉妹」の新人採用について、あなたが決定権を持っているのは知っています...
"It was difficult with you, Sybil.",あれは確かに難しい決断だった。
W-whaddya mean?,ど、どういう意味ですか？
"This land needs hearts such as yours, willing to sacrifice to root out the evil that surrounds us all on fronts.",この地には、世にはびこる悪を根絶するために、己の身を犠牲にしてでも前線で戦う、あなたのような魂を必要としている。
"But in the end, the Donari Temple must remain steadfast in its ancient traditions.\! If we make sacrifices against the future, we will have lost our divine precedent for survival.\! And to that end, the Paladin leadership values a certain solemn dignity as a core tenet of our sacred order.\! One cannot want this life. One should be, in a way, reluctant to wield the power that comes with joining the Sisterhood of Justice.\! I'm very sorry, Sybil, I know it can be harsh news to bear.",ただ、同時にドナー神殿は、古より続く伝統に忠実でなければならないのだ。\!未来のために犠牲となれば、文化を引き継ぐ者を失うことになる。\!ゆえにパラディンの指導者たちは、神聖なる教団を維持するために、人事決定は厳粛に、慎重に行っているのだ。\!人の命に関わることだからな。それに、「正義の姉妹」に加わることで得られる力は、濫用していいものでもない。\!シビルよ、辛いかもしれないが、それが現状での判断なのだ。
"Ugh, so I just want it too much. That's always the case.\! What am I supposed to do, just fake it or something?",でも、入りたいんです。今でも強くそう思っています。\!なら、どうしたらいいのでしょう？
"It will come with time.\! Donar willing, your heart will find peace.\! It must... I dread the thought of growing old while bearing the burden of restlessness and regret.",焦らぬことだ。\!ドナーの導きにより、いずれすべてがあるべき場所に納まる。\!必ずそうなるのだ...事を急いて、後から後悔を背負うことだけはあってはならないからな。
"Yeah right, like that'll ever happen...\! Not even you notice me...",それはありませんね...\!なんだか、建前で言いくるめられているようにしか思えません...
"What, pray tell has left you with such sorrow?",どうしてそこまで嘆くのだ？
"You had parents, right?\! Not me.\! But who cares about Sybil when there's a million other orphans to worry about...",あなたにはご両親がいたでしょう？\!私はいません。\!もちろん、世に孤児なんて何百万人もいるんですから、自分だけ不幸だなんて言うつもりはありませんが...
I was indeed blessed to be around my father for much of my childhood... exceedingly harsh as he was.,私の幼少期には父親がいて、それはとても幸福なことだったと思う...まあ、厳格な人ではあったが。
"Yeah, but at least you had someone to tell you if you're doing a good job or not...",でも、少なくとも自分を見守って、導いてくれる人がいたでしょう...
"You are leading a good life, Sybil... \|but it must not come from...",シビルよ、あなたも導かれていることに変わりはない...\|ただ、それが...
"Yeah, I KNOW, I've heard it a million times, it can't come from someone else saying it!\! But I don't care... you can do that because you were taught to just be fine as who you are!\! And I wasn't! Just... be fine with that, okay?!",ええ、わかってます。もうそういう言葉は何百回と聞いています！\!でも、そんなことはどうでもいいんです...いくらきれいごとを言われても、私の心には響かない！\!あなたは恵まれていた、私はそうじゃなかった！だから...どうかそのことだけはわかってください！
"...Of course. Forgive my shallow words, Sybil.",...わかった。あなたの気持ちをわからずに変なことを言って、すまなかった。
"It's just me being stupid... again...\| Just forget the last few minutes, please, Sister Diana?",いいえ、未熟でわがままなのは...私の方です...\|すみません、取り乱したことはどうか忘れてください、ダイアナ様。
Consider it forgotten. Donar watch over you.,大丈夫だ、それを根に持ったりはしない。どうか、あなたにドナーの加護がありますように。
Thank you...,ありがとうございます...
