ENGLISH,JAPANESE
"Woooo, yeah!\! Take that, and that, and that!\! Pow, right in the kisser!",ハァーーーッ！\!これでも、これでも、これでも...食らいなさい！\!これも...顔面にブチ込んであげるわ！
"Sister Sybil, your enthusiasm is infectious!\! Although I do not share such joy for warfare, I can at least appreciate yours!",シビル、神殿に仕える身としては、ちょっと言葉遣いが悪いんじゃなくって！？\!まあ、私はあなたのように戦闘を楽しめる性質じゃないけど、その興奮自体は理解できるわ！
"Hey, Abi! I mean... Sister Abi!\! Careful, almost whacked ya there!",ああ、アビ！ええっと...姉妹のアビゲイル！\!そんなところにいたら危ないわよ。危うくぶっ叩くところだったわ！
"I do believe you were advised to temper your lust for battle, were you not?",あなたも、戦いへのスリルは抑えるようにと、教えられたでしょう？
"Ugh... YES, fine, fine...",うう...わ、わかってるわよ...
"Ha ha, I jest, Sister Sybil, I will not tell anyone.",ウフフ、冗談よ。まあ、誰にも言いつけたりしないから、そこは安心して。
"Aha, I knew it!\! I knew you were somethin' special, Abi.",えへへ、ありがと！\!あなたって本当にいい人だわ、アビ。
"Well, um... I wanted to bring up something with you.\! While I think we both understand that your initiation as a Paladin was out of the ordinary, it does make sense. These are truly scarce times.\! And well...",それで...ちょっとあなたと話したいことがあったんだけど。\!あなたがパラディンになった経緯が普通ではないことはわかっているし、その点は理解できるわ。今まで大変な人生を送ってきたわけだし。\!それで...
"Yeah...???\| Come on, spit it out, pint-sized!",え...？\|言いたいことがあるなら、はっきり言ってよ！
"Well...\| I do not have a Bonded of my own, like Sister Edelia.\! Do you think...",ええっとね...\|私はエデリア様のように、姉妹の絆を結んだ人がいないのよ。\!それで...
"You mean you and me, become blood sisters?\! Let me think....\| OF COURSE!\! You know... scarce times, and all.\! Let's show the world what the spirit of the Temple can do, Abi!",私とあなたで姉妹の絆を結ぶのはどうかって？\!そうねえ...\|いいんじゃない！\!こんな乱れた時代だもの。\!世界に神殿の誇りを見せつけてやるのよ、アビ！
"Oh...\| It was that easy?\! Then I shall inform Diana, and we will make it official!\! My heart is soaring, Sister Sybil, and I hope I am adequate as your blood sister!",ええ...\|簡単に認めてもらえるかはわからないけどね。\!でも、後でダイアナ様にお話してみるわ！\!ああ、なんだがドキドキしてきたわ、シビル。あなたの姉妹として、ふさわしい人になれるといいんだけど！
Adequate... psh... we're gonna light up the world!,大丈夫よ...一緒に力を合わせれば、できないことなんてないわ！
