ENGLISH,JAPANESE
"\n[8]....\! You....\| I killed you...\| I killed you, and watched your body plummet to the earth!\! Auuugggghhh.... \! I hate.... you...\| hate...",\n[8]....\!なぜだ....\|あの時殺したのに...\|お前は死んだのだ。私はこの目でその体が落ちゆく様を見たのだ！\!うがああああ....\!お前が....憎い...\|おのれ...
"But ""Emperor"", you created me.\! Seems if you'd just left well enough alone, I wouldn't be who I am today.",だが「皇帝陛下」、お前が私を作ったのだよ。\!私の名誉を尊重し、大々的な公開処刑などしなければ、ここまでの復讐心は抱かなかったのだから。
"My armies are defeated, but I will take much from you before I fall...!",我が軍は破れた。だが、この命が尽きるまで、できる限りの苦痛を味わわせてやる...！
"Will you now?\! Right, because you believe the Zanatus cultists are backing you.\! Everyone can see that you are their pawn, everyone but you.\! You made a deal with the devil, and now the devil is coming to consume you.\! Normally I'd feel sorry for such blind stupidity.",そんなこと、できるのか？\!ザナトゥス教団が助けてくれるとでも？\!だが、お前以外の誰もが知っている...やつらはお前の駒ではない、お前がやつらの駒なのだ。\!悪魔と取引したために、悪魔の奴隷となったのだ。\!これがお前でなければ、少しは憐れんでやるものだが...
"Enough...\! Bring me the boy, now!",うるさい...\!あのガキを連れて来い！
Alex!!!,アレックス！！
...M-Mom?!,...お、お母さん！？
"Don't take another step, you monstrosity, or he's dead!",おっと、動くなよ。一歩でも動いたら、ザクッとやってやるからな！
What?!\! You can't do this!,そんな！？\!やめて！
"Get over there, whelp.",さあ、押さえてろ。
Casamir...\| there is nothing to be gained from this.\! Think about what you're doing...,カサミール...\|そんなことをして得られるものなど何もないぞ。\!自分が何をしているか、考えてみろ...
"Oh, how quaint.\! Look at you now, the paragon of morality, now that there is nothing to be lost from being so!\! How simple it is to speak from a position of ultimate power, isn't it?!\! If there is any justice in this world, the future will see you as the bloodthirsty conquerer you are, \n[8]!",ええ、なんだって？\!現にそこの聖戦士様が、手も足も出せなくなっているではないか！\!相手の弱点を握れば、物事はなんと簡単なのだろう。そう思わんかね！？\!いいか\n[8]、この世界に真の正義なるものがあるなら、未来の歴史はお前を血みどろの虐殺者として記録するだろう！
"Do not worry, child...\| I am sure your mother will make the correct choice.",心配するな...\|お前の母は賢い決断をするはずだ。
"You've lived a good life, haven't you, Diana?\! You need but give yourself up, and this will all be over.\! The tiniest hint of aggression on your part will end your son's life.",お前はいい人生を過ごした。もう未練はないだろう、ダイアナ？\!ならば降伏せよ。それですべてが丸く収まるのだ。\!少しでも妙な仕草を見せたら、その瞬間息子の命はないと思え。
What a fool...,ったく、馬鹿な野郎だぜ...
...\| You leave me no choice... my life is yours.\! May the gods banish you to the lowest hell.,...\|仕方ない...この命はお前にくれてやる。\!いつの日か神に裁かれ、地獄の底で苦しむがいい。
"Where are they, \n[8]?\! Who to save first?\! Can you do without your Paladin, or does the boy meet his end instead?\! That choice is on your shoulders now, \n[8].\! Farewell!",おや、ダイアナはどこに行ってしまったんだろうな？\!さてさて、この状況で坊やを助けられるかな？\!だが、無敵のパラディン様はもういないぞ。なら、見殺しにするという選択肢もありかもなあ。\!さあ、すべてはお前の決断次第だ、\n[8]。\!それではまた、ごきげんよう！
ALEX!!!!!!,アレックス！！！
