ENGLISH,JAPANESE
"Well met, \n[8].",あら、\n[8]。
Narima. I must say.\! Your plan to restore the proper King of Sayunaa...\| it must have taken years to get right.\! And it went off without a hitch!,ナリマ。君に言うべきことがある。\!君のサユナー王朝を復活させるための計画...\|数年かかったな。\!でも、今それをついに成し遂げたんだ！
"It was indeed a delicate operation, but it required the strength of your army.\! The Scions of Dargon simply fulfilled their duty.",そうね、本当にきつい道のりだったわ。そして、それにはあなたの軍の力が必要だった..\!私は「ダーゴンの末裔」の一員として、自分の使命を果たしただけよ。
"Right...\| So, that's it? You're done?\! Jules gets to be King, and then what?",そうだね...\|で、それだけかい？もう君の使命は終わったのかい？\!ジュールスは王になった。君はこれからどうするんだ？
We Sayunaari are driven strongly by the preservation of our culture.\! It means more to us than material reward.,私たちサユナー人は、自国の文化の継承に殊更力を入れているわ。\!それは、報酬を得ることよりもはるかに重要よ。
"No, I mean...\| You've given so many years of your life to this cause, and endured so much hardship...",いや、そういう話じゃなくて...\|君はこの大義のために何年もの月日を費やし、多くの困難に耐えてきただろう？
"I have, yes \n[8]...",ええそうね、\n[8]...
Do you think it changed you?\! Defined you?\! You've told me about having to integrate yourselves with the Tidereaver pirates...,それによって、何か自分に変化はあったかい？\!何か明らかになったかい？\!君は依然、タイドリーバーに捕まり、与しなければならなかったと言っていた...
...I do not know why you ask these questions.,...どうして突然そんなことを聞くのか、理解できないわ。
"Because I endured quite a bit myself, Narima.\! Not in the same way as you, but I went most of my childhood unsure of my next meal.\! That sort of thing is difficult to shake off. Well, it is for me.",なぜなら、もうこれ以上我慢できないからだ、ナリマ。\!私は子供時代、食事さえもままならない貧困の中で生きてきた。\!そうした辛い記憶は、いつになっても振り落としがたいものだ。少なくとも、自分の場合はそうだ。
"\n[8], the people who died by my hand...\| So many were innocent.\! The slave routes I had to protect...\| it was all for the mission.\! Else, the Tidereavers would have undermined our entire efforts.\! Yes, it did change me.\! I do not know if I will ever, as you say, ""shake it off"" either.",\n[8]、私の手にかかって死んだ人たちは...\|その多くが罪なき者だったわ。\!奴隷貿易ルートの護衛をしていたけど...\|すべては使命のためだったの。\!仕方なかったのよ。そうしなければ、タイドリーバーにすべてを台無しにされてしまったでしょう。\!でも、その経験は確かに私を変えたわ。\!今後...あの時の記憶を「振り落とせる」かどうかはわからない。
"Yeah. You know, that's why I've always felt we share a certain spirit.\! We both know what it is like to live, day by day, without the least be reassurance of our well being.",そうか。今よくわかったよ。なぜいつも、君と私が似た者同士だと感じていたのか。\!私たちはどちらも、幸福を少しも感じぬまま暮らす日々を、身を持って経験していたんだ。
"I certainly have developed a deep admiration for your character, \n[8].\! Whether it is for the reasons you state, I do not know.",私もあなたという人に深い感銘を受けていたわ、\n[8]。\!あなたがさっき言ったことが、その理由なのかどうかはわからないけれど。
"Narima... \|Now that your primary mission is complete, I would ask you consider allowing me to get to know you, truly and deeply.\! It's...\| an energy I feel around you.\! Can't shake it... but I don't want to.",ナリマ...\|その使命が完了した今、君という人を深く知りたい。\!君の体を渦巻くエネルギーがそれを望んでいる。\|そういう気がするんだ。\!この想いは振り落とせないし、振り落としたくない。絶対にね。
\n[8]... you honor me...\| it would please me greatly to develop my connection with you...,\n[8]...うれしい...\|私もあなたとのつながりを深めたいわ...
"It's only fitting.\! You and I, versus the world, right?\! Except we're not scared of being completely alone anymore.\! We will be able to rely on each other, even when surrounded by the darkness.",そうとも。\!君と私が力を合わせれば、この世界だって相手にできる。\!もうこれからは、孤独に怯えることもないのだから。\!周囲を暗闇に取り囲まれても、お互いを頼ればいいんだ。
"...\| You and I, against the world...",...\|そうね、たとえ世界を敵に回しても...
