ENGLISH,JAPANESE
Jaromir...?,ジャロミール...？
Right then. I shall return another time.,それでは、私はこれにて戻ろう。
"Jaromir, have I offended you?",ジャロミール、何か気分を害したのか？
"Would that you did, lady Ragavi...\| it would be a blessing.",とんでもない。ラガヴィよ...\|むしろその逆だ。
You...\| you wish not to see me?,あなたは...\|また私に会うつもりはないのか？
Then I shall retire for the evening...,なら、私は今日にでもこの地位を退かなければならない...
Wait...,待ってくれ...
I never told you. I...\| never felt it was necessary. But...,これは言っていなかったが、いや...\|言う必要があると思わなかったが...
What is it?,なんだ？
"Her long, raven black hair. Her smile, like the Emborian sunrise. Her manner, that of the most stately noble.\! She was to walk this life by my side.",あの長い黒髪と笑顔は、まるでエンボーの太陽のようだった。その立ち振る舞いには、大いなる気品があった。\!そんな人と共に、人生を歩むはずだった。
"Who is this, Sir Jaromir?",一体誰のことを言っているのだ？
I fought with all the spirit I could summon. I travelled Tahnra in a bargain for a cure. But I could not save her from her sickness.,当時は、治療のためにターンラ中を旅した。だが、彼女を病から救うことはできなかった。
By Donar. She must have been quite precious to you.\| I've not seen this side of you...,...その人はあなたにとって、とても大切だったのだな。\|そんなことがあっただなんて...
It has been far too many years. I am a fool for holding onto these thoughts. For letting them guide my heart now...,あれから長い年月が経った。私は今も過去に固執する愚か者だ。だが...
A fool? How could you speak of yourself so? You lost someone close to your heart...,愚か者？どうして自分をそんな風に言う必要があるのだ...？
"No, not for that reason...",少し考えてみておくれ...
"""Long, black hair...""\! ...\| Sir Jaromir...",「長い髪...」\!...\|ジャロミール、まさか...？
"Now, you see. You see why I am a fool.\! How can a man fall prey to the past...",わかるだろう。だから私は愚かなのだ。\!男はどうしてまた、過去の餌食になれるのか...
"It's alright. Please, do not judge yourself so harshly. It has been an honor to fight by your side, for your life, and now for mine. And... to know you.\! I do not see a man ruled by his past. I see a heart... open and eager.",そんなことはない。あなたの側で戦えたことを、とてもうれしく思う。そして...あなたと出会えたことも。\!そして、あなたほど過去に縛られる人は見たことがない。そして...開かれた心を持ち、情熱的な人も。
This is what you see? Then...,そう思うのか？なら...
"Don't be afraid, Jaromir. Tell me what it is you want now...",ためらわなくていい、ジャロミール...自分の望むことを言うがいい...
All this feels as though Donar has shaped our fates. How unlikely it is... yet how inevitable.\! Ragavi... let us seize upon this gift from the heavens... if you would.,すべては、ドナーの計らいなのだ。なんという奇跡...\!ラガヴィよ...この天が作り給いし贈り物を受け入れようではないか...ただし、あなたが望むなら、だが。
"I would. Thank you for returning to my life, Sir Jaromir...",ああ、ジャロミール...
