ENGLISH,JAPANESE
Legends 1B: Defend the Claim,伝説1B:大防衛戦
"Lord Terenor is being attacked at Fort Eureeka. Why does he not simply withdraw?! We are forced to break the siege coming from the west.\! You, soldier, to me! What is your name?",テレノール公爵がエウレカ砦で攻撃を受けている。どうして退かないんだ！？我々は今、西から来る包囲網を破らなければならんのに！\!おい、そこの兵士！名はなんと言う？
"Here, Captain! Barnabas Fitch, of Melmonde, sir!",はっ、隊長！メルモンデのバルナバス・フィッチであります！
"I noticed the way you handled yourself at Armitage. Well done, soldier.\! Melmonde? It seems your home town may soon be on the front lines of battle.\! Do you think you can lead a heavy cavalry detachment? Speed is of the essence in this mission and we will need young men like you most of all.",そうか。お前、アーミテージでなかなかの立ち回りを見せていたな。あの時は本当によくやってくれた。\!メルモンデと言ったな？どうやら、お前の故郷はもうすぐ戦の最前線になるようだ。\!どうだ、騎兵部隊を率いることはできるか？この戦いでは進軍の速さが鍵になる。お前のような体力のある、若い兵士が必要なのだ。
"Y-yes sir, I mean...\| I'll do what I can, Captain!\! Ain't much different than wranglin' wild horses back at the family farm, right?!",ええ...\|やれることはやりますとも、隊長！\!戦争なんざ、農場で暴れ馬を世話するのと大差ないでしょう！？
"Be sure not to let your men hear such a metaphor, kid.\! Lessons later, we need to move to Fort Eureeka. On the double!",おいおい、そんな間抜けな言葉、間違っても他の連中の前で言わないことだな。\!それはともかく、我々は今、エウレカ砦に向かわなくてはならん。それも、直ちにだ！
"The age of Veridia will soon come to an end!\! Men of Ezrum, go, and bring glory to Sayunaa in my name!\! And we shall reduce Stormrook to rubble - these arrogant Midlander pigs must be sent a message. They will fear the utterance of the name, Rostam, Duke of Ezrum, ruler of Veridia!",ベリディアの時代はじきに終わる！\!エズラムの男たちよ、我が名の下で、サユナーに栄光をもたらすのだ！\!さあ、ストームルークをがれきに変えてしまえ。そして、傲慢な中部の豚どもに絶望を味わわせてやるのだ。今後はこのエズラム公爵の名を、口にするのも恐れるほどにな！
By Donar... Sayunaa has decided to move. We were told they would remain neutral!,サユナーの軍が動いただと！？中立を保つとの取り決めではなかったのか！？
"Where I come from, a man 'n his word are all he's got! What gives?!",俺の故郷じゃ、男に二言はねえって言うもんだ。なのに、どうしたってんだ！？
"We've seen the death of honor for some time now, soldier. Truth be told, this should be a surprise to no one.\! We must now protect both Fort Eureeka and Stormrook as well.\! May these treacherous Sayunaari not hold one parcel of Veridian ground!\! The walls of Stormrook have not fallen in a thousand years. Today shall be no different.",ここ最近は、いろいろと悲惨な光景を見てきた。正直、今さら何が起きようと、特に驚きはない。\!だが、こうなった以上は、エウレカ砦とストームルークの両方を守らなくては。\!サユナー軍から、ベリディアの地を守り抜け！\!ストームルークの壁は千年崩れなかった。ゆえに、今日崩すわけにはいかんのだ！
