ENGLISH,JAPANESE
And if they get their hands on these weapons...?,それで、もしその武器が敵の手に渡ったら...？
"Then you'll be in a bind, won't you?",うーん、とってもまずいことになるんじゃないかしら？
Beatrix...\| How exactly do you know all this?,ベアトリクス...\|こうした情報を、一体どこで手に入れたんだ？
"I had a feeling you'd ask, so full of curiosity, this one.\! I take it you've become acquainted with the Followers of Zanatus, hmm?",そうねえ、きっとそこを聞いてくると思ったわ。\!あなた、ザナトゥス教団にはもう知られてるんでしょ？
We have.,ああ。
"Oh, I know.\! You are a real thorn in their side, Avatar of Donar.\! Or, as they would say, the ""False One.""\! Once they found out I'm one of the Nephilim, they tried to make me one of them.\! Odd, I'd figure they would prefer just to kill me off.\! That's what happens when you fly too close to the sun, you get burnt, and I burned them quite handily.\! Stole all the secrets I could, and left to find my destiny, the magic of Cyrene.",そうよねえ。\!あなたはドナーの化身。あっち側からしたら不倶戴天の敵よ。\!まあ、あいつらの用語を借りるなら、「偽りの者」かしらね。\!あの人たち、私がネフィリムと気づくやいなや、仲間になろうと誘ってきてね。\!ただ、その最終的な狙いが、私を亡き者にすることだと気づいたのよ。\!太陽に近づきすぎるとどうなるか、わかるでしょ。で、そいつらのことはそんな風に、丸焦げにしてやったわけ。\!それからできる限りの秘密を盗み、サイレインの魔法を探しに旅に出たのよ。
"...And here you are, falling into our lap.\! Seems a bit convenient for my tastes.",...そして我々の書をも盗み、ついにはこちらの膝の上に落ちてきたというわけか。\!少しできすぎた話に聞こえなくもないがな。
"We live in a time of fate, darling.\! Is it so hard to believe that we Nephilim would find each other?",運命ってそういうものでしょ？\!ネフィリムがお互いに巡り会ったことが、そんなに信じがたいって？
"Either way, you're Nephilim, and we fight together.\! ...Just don't disappoint us, Beatrix.\! You've gotta admit, we did not get off on the right foot.",確かに、お前はネフィリムで、これから共に戦うことになる。\!...ただし、くれぐれも信頼を裏切らないようにな、ベアトリクス。\!初めて会った時は、皆良い印象を抱かなかったのだから。
"Oh pish... bygones and all that.\! I do wonder, what besides favor with the heavens do I have to gain by lending you my considerable power?",ああもう...過去なんて水に流しなさいよ。\!それで、力を貸すんだから、こっちにも何らかの見返りはくれるんでしょ？
"All I can offer you is a target-rich environment.\! And that's my final offer, and don't pretend that's not exactly what you want.",こちらがあげられるのは、獲物だらけの戦場くらいだ。\!それ以上のものは与えられないが、あなたならきっとこの「報酬」を、喜んで受け取るものと信じているよ。
"Touche, Avatar of Donar!",あらあ、よくわかってるじゃない、ドナーの化身さん！
