ENGLISH,JAPANESE
"\c[1]Underground escape route, Westerfield sewers\c[0]",\c[1]地下脱出ルート、ウェスターフィールドの下水道\c[0]
Why are they making us leave?,先生たち、どうしてここを離れろなんて言うのかしら？
They said the bad people are coming to take us away from our home.\! They said they are non believers.,じゃないと、悪い人たちにさらわれちゃうんだって。\!なんか、「いきょうと」とかいうのが来るって。
"Yeah, this one prolly told 'em we are here.\! We all know he's not a believer like us, he doesn't even want to give up his old name.\! Isn't that right, ALEX?!",ああ、わかった。お前がその「いきょうと」にこの場所を知らせたんだな。\!こいつが僕らと違うのは、みんな知ってる。だって、お前だけ古い名前を変えようとしないじゃないか。\!そうだろ、アレックス！？
Shut up!\! I didn't tell anyone!!,うるさい！\!僕は裏切り者なんかじゃないんだ！！
Stupid Alex... we're gonna tell on you.,嘘つきアレックス...きっと言いつけてやるんだから。
Listen! My mom's gonna kill the masters.\! You'll see.\! She's the best fighter in the world.\! Then you can have your real families back!!,聞いてくれ！僕のお母さんが、先生を倒すんだ。\!今にわかるよ。\!お母さんは世界一の戦士だ。\!そうしたらみんなも、本当の家族のところに帰れるんだよ！！
"That's it, you're dead.\! Come on, let's tell the masters we have a sacrifice!!!",あ～あ、ついに正体現したなお前。\!みんな、先生に後でチクっちゃおうぜ。そしたらこいつ、もう終わりだあ！！
Ha ha ha ha...\! Yeah! Get the non believer!!!,アッハッハ...\!まったくだわ！裏切り者には罰を与えないとね！
"Alright you little freaks, keep it down in here.\! The Emperor is coming.",こらこら君たち、ちょっとお行儀よくしなさい。\!皇帝陛下のお出ましだよ。
"Hello, young man.\! Your name is Alex, yes?\! Don't worry, you can say it here.",やあ、君たち。ごきげんよう。\!君はアレックス君、だったかな？\!心配しなくていい。名前のことを咎めたりはしないよ。
"Yes, mister.",はい、陛下。
Are the other children bothering you?,それで、他の子たちとケンカでもしたのかな？
"Ha ha... not a tattle-tale, I see.\! Alex, I'm going to take you to a safe place.\! Please come with me.",ハハハ...それは秘密と言ったところかな。\!アレックス君、これから君を安全な場所へ移そうと思う。\!ついてきなさい。
Do you know where my mom is??,お母さんがどこにいるか、わかりませんか？
"...\| I am sorry, I cannot say I know her.\! But, I am the Emperor - so I should be able to find her, don't you think?",...\|すまない、それはわからないのだ。\!だが、私は皇帝だ。なら、きっといつの日か見つけてあげられる...そう思わないかね？
Yeah I guess so...,はい、思います...
"The rest of you, follow the masters' instructions.\! The...\| non-believers are coming to get you.",残りの君たちは、先生の言うことをよく聞くんだよ。\!じゃないと...\|異教徒にさらわれちゃうからね。
Let's get out of this den of muck...,さあ、こんな汚い場所はさっさと出よう...
