ENGLISH,JAPANESE
"Alright. As promised, all loose ends wrapped up, as requested!\| Alex is still a little broken up about it, but he'll be alright.\! Now then, where are we headed?",ようし、約束通り、全部済ませたぜ！\|アレックスはまだ少し動揺してるが、じきに立ち直るさ。\!それで、これからどこへ向かうんだ？
"Stefan, I must warn you, there's very little thievin' available where I'm headed. Not really your thing.",ステファン、先に言っておくが、これから向かうところにお宝などほとんどないぞ。あなたが来て楽しめる場所だとは到底思えない。
Oh yeah? Try me!,そうか？なら試してみようってんだ！
"Grothnor.\| Veridian scouts are tracking the cultists survivors there, for to the east, in the unexplored continent.\! A frozen hellscape with horrors beyond description.",グロスノーの名を知っているか？\|偵察部隊は今、東に果てあるというその大陸に逃げたカルトの残党を追跡している。\!そこは言葉では言い表せない程恐ろしい、凍てつく地獄の世界だ。
Fair enough. What drives you to go? A little sight seeing?,なるほど。で、そこに行く動機は何なんだ？観光かい？
"Zanatus's dying words still haunt me. I need answers, Stefan.\| Who actually is Donar? Why resurrect me?\| And how?\| I am even still the original me?\! And Zanatus... he had a certain calmness about him before his death. And I believe him...",ザナトゥスの最期の言葉が今も頭から離れないんだ。ステファン、答えてほしいことがある。\|ドナーとは実際、何者なんだ？なぜ、私を復活させた？\|そして、どのように？\|本当に私は、元の自分と同一人物なのか？\!そしてザナトゥスは...死の間際にもかかわらず、とても落ち着いていた。だから、あの時の言葉は真実だったように思えるのだ...
"Point well-made, chosen one.\| Though if I may offer a pithy rebuttal...\| consider my career path thus far!\! From thief, to Tidereaver lackey, to Temple spy, to your personal assassin, and now I'm a free agent once again!\| I believe you've got an opening for a dashing, handsome adventurer?",ああ、よくわかったぜ。選ばれし者さんよ。\|だが、ちょっくら反論させてもらうなら...\|俺のこれまでの経歴を考えてみてくれ。\!コソ泥からタイドリーバー、それから神殿のスパイ、お前の雇われアサシン...そして今、また自由の身に戻ったのさ！\|爽やかイケメンな男が旅に同行するってのも、案外悪くはねえんじゃないのか？
...\|There's probably no brandy where we're going either.,...\|だが、そこにはブランデーもないぞ。
"Ah! Yes, of course.\| Well then, best of luck to you!",ああ！そうだろうな。\|なら、やっぱキャンセルするぜ。あばよ！
"Stefan.\| You silly person. We're partners in crime, remember?\| Are you coming along, or what?",ステファン。\|いい加減にしてくれ。私たちはコンビじゃなかったのか？\|一緒に来るのか、来ないのか？
"Heh... righto, \n[8].\| We been through a lot together, you 'n I.\! These memories're more precious to me than any treasure in Donar's creation.\! Just thought you'd be best hear, in the event these Grothnor horrors are as unspeakable as you say.",へっへっ...そうだったな、\n[8]。\|俺たちは一緒にいろんなことを経験してきた。\!その思い出は、今まで手にしたどんな宝物よりも、俺にとっちゃあ大事なもんだ。\!それに、お前が言ったように「グロスノーの恐ろしさは言葉で言い表せない」なら、なおさら俺がいるってもんだろ。
"We'll be fine.\| I feel completely invincible when you're around, like it's all going to be alright.\! Better give one last goodbye to the green plains of Veridia, it's the last we'll see in a long, long time...",そうだな。\|あなたがそばにいると、なんだか無敵になったような錯覚さえ起こすよ。\!では、ベリディアの緑の平原に最後の別れを告げよう。もうしばらく見ることはないのだから...
