ENGLISH,JAPANESE
Chapter 15: Westerfield Escape,第15章:救出作戦
"We'll get 'im, Diana.\! Just like we'll save all of 'em from these bastards.",大丈夫さ、ダイアナ。あのクソ野郎はいつか倒す。\!今、子供たちをクソ野郎の手から取り戻すようにな。
"...All in due time.\! Now we must escape to the safety of Centurion's Rest.\! If we can cross the bridge to the east, we can destroy it, and cut off the Imperial army's advance.",そうだな、時が来ればいずれ...\!今はただ、センチュリオンズレストまで安全に脱出しよう。\!東の橋を渡ったらそれを破壊し、帝国軍の進軍を止めるのだ。
"They're using the river as their escape route.\! Do not harm the children, but the rebel fighters are forsaken.",敵は川を渡って逃げようとしている。\!子供に危害は加えるな。そして、反乱軍の連中は生かして帰すな。
"You hear that, boys? That masked freak show wants us to go easy on these snot-nosed little goblins.\! Ignore him, our orders come from the Emperor! Slay them!",おい、聞いたか？あの仮面野郎、クソガキどもに手を出すなだとよ。\!いいかお前ら、俺たちの主君は皇帝だ。だから、やつの言葉なんざ耳を傾けるな！1人残らずぶっ殺せ！
"Do not engage the black knight!\! Everyone, move, on the double!",あの黒騎士とは戦うな！\!全速力で逃げるのだ！
We can't destroy the bridge until it's clear!,全員が橋を渡るまでは、壊してはならない！
"If we destroy the bridge, any children still out there will be stuck on the other side.",慎重に決断しよう。子供が取り残されたまま橋を壊せば、もはや救出できなくなってしまう。
Yes,壊す
No,壊さない
