ENGLISH,JAPANESE
\c[1]Helios Lab Director's Report - 982.01.09\! Aetherite clusters stable. Energy transfer complete with negligible loss. Subject 16(B)'s life signs stable. We consider the infusion to be in a satisfactory state. Propagation of Archetype C successful.\! The Grandmaster has requested 16(B) to undergo active acclimation phase.,\c[1]ヘリオス研究所所長の報告書 - 982.01.09\!アーセライトのクラスター安定。ごくわずかな損失でエネルギー転送が完了。被験者16番（B）の生命反応は安定。注入は満足な状態にあると思われる。原型Cの伝播に成功。\!あのお方は、16番（B）に順応段階を実行するよう要求。
"Huzzah! The experiment was a success! Well, of course, we already knew that. But how fascinating to follow the process.\! I must ask the Grandmaster what became of this ""Helios"" project...",ああ！なら実験は成功だったのですね！まあ、もちろんわかっていましたが。しかし、なんという壮大なプロセスなんでしょう。\!この「ヘリオス」プロジェクトがどうなったのか、今度あのお方に尋ねなくては...
"Quiet, bird-brain. That wasn't the final journal entry.\! Look, there's one... page here with no label.",黙りなさい、お馬鹿さん。まだ終わりじゃないわ。\!ほら、この...ラベルのないページを読んでみるわよ。
...Oh?!,...むっ、これは！？
"\c[1]I lament having to use these accursed devices. These aberrant extentions of Donar's tinge of conceit.\! The Helios director recommended exterminating Subject 16(B). The crown jewel of the considerable resources I have sacrificed.\! ""Unforeseen psychological trauma. Subject cannot be acclimated, trained, or controlled. Risk tolerance far exceeded.""\! Even my most devoted followers... still only human. Lacking entirely in the capacity to confer and convey the artistry of my covenant.\! No, 16(B) will not be exterminated. Recommend to myself - exterminate the Helios program entirely. Recommendation accepted, I believe is how they would organize this log.\! B...\| don't listen to these peons. We are going to do great things together.",\c[1]私は今、この呪われた装置を使わなければならないことを嘆いている。これは、ドナーの常軌を逸したうぬぼれの産物なのだ。\! ヘリオスの所長は、16番（B）の処分を勧めてきた。私が心血を注いできた、最大の成果物の処分をだ。\!「予期せぬ心理的トラウマ。被験者は順応、訓練、制御できず。リスク許容範囲、大幅超過」\!あの熱心な信者たちも...所詮は人間なのだ。私とは違い、芸術を解する能力がまるで欠けている。\!16番（B）は処分しない。しかし、ヘリオスプログラムは完全に処分する。ゆえに、あとはこの記録をどのように整理するかだけだ。\!とにかく...\|あの者どもに耳を傾けてはならない。これから皆で、偉大な計画を進めるのだから。
M-Miss Beatrix...,ベアトリクス様...
They wanted to get rid of me.,なるほど、あいつら、私を殺したかったわけね。
Surely there is some mistake!,なんという過ちなんでしょう！
...And he saved my life.,...そしてあの男は、私の命を救った。
"Well, Jebediah, I hope this has been educational for you.\! Your Grandmaster is actually a colossal fool!",ジェブディア、この資料があなたの役に立つといいわね。\!ま、私にわかったのは、あの男がとんでもない愚か者だってこと！
"N-now, you take that back! The Grandmaster's wisdom exceeds comprehension! You couldn't possibly-",そ、それは違うのでは！あのお方の深遠な知恵は我々の理解を超越しているのです！あなたでは-
"Couldn't I?\! Hah, you heard these little worms. ""Psychological trauma, can't be acclimated."" It was so bad, they were prepared to lose my godlike power just to avert the risk of unleashing my insanity! Ha!",わからないって！？\!でもね、たった今読んだでしょ！「精神的トラウマ、順応不可」 あの連中は、私の狂気のリスクを回避するためだけに、この神のごとき力を奪おうとしたのよ！フンッ！
Well. Subject 16(B) lives on. And all of Tahnra will feel the consequences.,でもねえ...結局16番（B）は生き残ったわ。なら、ターンラ全土がその報いを受けるべきだと思わない？
W-What are you going to do?!,な、何をするつもりなのです！？
"Oh, Jeb. You're going to have to live in excrutiating suspense for the rest of your days.\! Tell you what, you'd best hedge your bets and continue to worship me, just in case.",ああ、ジェブ。あなたは残りの人生を、揺れ動く疑いの中と生きることになるわ。\!だからいろいろと心の準備をした上で、今の私を崇拝した方がいいわね。
I-I have made a terrible mistake...,うう...そんなご無体な...
