ENGLISH,JAPANESE
\c[1]Port Jenos harbor\c[0],\c[1]ジェノス港\c[0]
Thank you for coming prior to your army's departure.\! You certainly are the trusting type...,出発の前に会いに来てくれたこと、心から感謝しよう。\!君は見たところ、なかなか信頼のおけそうな感じに見える...
Who are you?,あなたは？
My name is Lysander.,ライサンダーだ、よろしく。
Wha... Lysander?!\! General Lysander? Of the Imperial Army?,え...ライサンダーって！？\!ということは、あのライサンダー将軍ですか？帝国軍の？
Yes. I know your name from the Academy.\! Seems we never crossed paths before.,そうだ。君の名は士官学校の頃から知っていたよ。\!もっとも、これまで会う機会はなかったようだがな。
I just thought you would be older...,もっと年配の方だと思っていました...
Heh heh....,ハッハッハ...
...How did you know where to find me?,...それで、どうして私の居場所を？
All that matters now is that I come to you with a warning.\! News is already spreading... Empress Florina was murdered.,そんなのはどうでもよい。肝心なのは、君に警告を携えて来たということだ。\!噂はもう帝国中に拡散している...「フロリーナ女帝が殺された」とな。
"War is imminent.\! The Empress's death has opened old wounds, sparked old rivalries.\! The two strongest Dukes, Lothair and Terenor, have mobilized their armies.\! It's civil war, and it's just a matter of time.",もはや戦争は避けられないだろう。\!女帝の死は帝国の古傷を開いた。代々続く大貴族たちの怨恨をな。\!帝国の二大公爵、ロザイアとテレノールは既に軍の招集を始めている。\!内乱の勃発は時間の問題だ。
"Lysander, there's got to be more to this... and you know who.",ライサンダー将軍、私はこの件について、巷の風説とは違う真実を知っています。
"Careful what you say, \n[8].\! The Prime Minister is very popular among the people.\! He has surrounded himself with powerful allies...",口を慎みなさい、\n[8]。\!首相は今、民から大いに支持されている。\!そして、彼には強力な味方が何人もいるのだ...
"Then you believe he is responsible for the murder?\! Come on, just admit it!\! He's been obsessed with becoming Emperor for so long.\! He would do anything...",でも、あなたは彼が黒幕だと気づいているのでしょう？\!はっきりと認めてください！\!あの男は、皇帝の地位を渇望していたんです。\!そのためなら、どんなことでも...
You must keep your voice down.,口を慎めと言っている。
"There are those among us in the Imperial Army who think as you do.\! Do not act rashly. Casamir will make a mistake eventually.\! For now, you should stay with the Temple.\! When I have collected enough evidence to expose Casamir, I will find you.",軍の中にも、君と同じように考えている者はいる。\!だが、事を急いてはならない。カサミールは最後にミスを犯すはず。\!今は神殿の者と行動を共にするのだ。\!私はこれより、カサミールの陰謀の証拠を集める。それができ次第、また君に接触しよう。
"Until then, I trust you will keep this meeting to yourself?",だから、今日お互いが会ったことは、くれぐれも他言しないでくれ。
Of course...,わかりました...
