ENGLISH,JAPANESE
"Hey there, Sybil was it?\! \n[8] says you're good people so you're alright with me.\! Good fightin' out there.",おお、シビルと言ったな？\!\n[8]から、お前さんはいい人だと聞いたから、安心したぜ。\!あと、立ち回りも見事だったな。
"Thanks! Hey, right back at you Mr. Barnabas.\! Pretty good for an old farmer type.",どうも！その言葉、そっくりそのまま返すわ、バルナバス。\!お年を召した農民にしてはやるじゃないの。
"That's Master Sergeant Barnabas to you, lady!",おいおい、これでも軍曹っていう肩書は持ってんだぜ、お嬢さん！
"Yeah, whatever.\! Hey just let me know if you need to take a rest, I am a healer, ya know!",ああ、そうなの。\!まあ、下がって休みたい時は言ってね。回復してあげるから！
What the-\! Sharp tongue on this one!,なんだって...\!俺もそこまで落ちぶれる年じゃねえってんだ！
"Hey now, just giving you a hard time!\! Figured a military guy like yourself would be used to it!",ああ、そんなこと言っちゃっていいの？\!兵士だって、休みくらいは必要でしょ！
"Never was the type to go straight into the jokes.\! Gotta feel someone out a bit first!\! Ya know, wine 'n dine me before ya ask for a kiss, heh heh!",悪いが、そいつは冗談でもうんとは言えねえのよ。\!兵士ってのは外で戦うもんだからな！\!まあ、疲れた時は、ほっぺにチューでもしてくれりゃ十分さ。
"Um... ewww?\! Sorry Mr. Farmer, I'm keepin' my options open right now!",ええっと...なんですって？\!悪いけど今の、聞かなかったことにするわね！
!!!\! What the-\! That ain't what I meant!,！！！\!え-\!いや、冗談を本気にされても困るぜ！
"Hahahaha! Too easy!\! Hey I like you.\! Let's stick together out there, eh?\! Seems I'm not the only one with something to learn!",アハハ！あなた意外と純粋なのねえ！\!まあ、いいわ。\!これから一緒に楽しく戦いましょ。\!私自身、いろいろと実践で勉強しなくちゃいけない身だしね。
"Sigh...\| You're gonna be trouble, I can tell.\! Glad you're on our side!",ハァ...\|やれやれ、賑やかな旅になりそうだな。\!まあ、それも悪くはねえってもんか！
