ENGLISH,JAPANESE
Hey \n[8]...\| are you sure you've forgiven me?,ねえ、\n[8]...\|本当に私のこと、心から赦しているの？
"Hmmmm, maybe.",...ああ。
...Oh.,...
"Heh, sorry. I figured that was obvious.\| Just... try not to listen to Lysander's honeyed words for a while, huh?",大丈夫だ、今となってはすべてわかっている。\|ただ...今後はライサンダーの言葉に惑わされないようにしておくれ。
"Of course, \n[8]...\| I will be by your side for the rest of my days, with all of my heart, I swear it!\! So, we must leave Veridia? Your mind is made up?",もちろんよ、\n[8]...\|私はこれから、一生あなたのそばにいる。心から誓うわ！\!それで、ベリディアを離れるのね？その決心は固いの？
"My role in the Millennium War is over. Zanatus is finally dead.\! I came close to losing myself completely, Abi. I can't face the people of Armitage again...\| not for a while.",ああ、千年戦争は終わった。ザナトゥスは死んだ。\!アビ、私は完全に正気を失いかけていた。アーミテージの人々に合わせる顔がないんだ...\|少なくとも今は。
"I understand. If they will not have you, then they will not have me just the same.\! What lies ahead for us, \n[8]?",わかったわ。あなたが離れるなら、私もそうする。\!でも、その先に何が待ち受けているんでしょうね、\n[8]？
"Zanatus's dying words still haunt me. I felt no deception in those words. Zanatus's hatred for Donar, and for me, cannot be described.\! He felt a certain peace in his final moments. As though he'd finished his job.\! We have reports that some of the Followers of Zanatus went into exile, far to the East, bound for Grothnor of all places.",ザナトゥスの最期の言葉が、今も頭から離れないんだ。あれは本人の魂から出たもので、偽りなどではなかったと思う。ザナトゥスの私とドナーに対する憎しみは、言葉では言い表せないものだ。\!でも、その最期の瞬間、まるで心の平安を覚えたかのようだった。まるで果たすべき使命を終えたかのように。\!また、ザナトゥス教団の何人かは逃亡し、はるか東のグロスノーに向かったという報告がある。
Grothnor? I've never heard of this place!,グロスノー？そんな場所、聞いたことないわ！
"A frozen hellscape far to the east in the unexplored continent.\| They say Zanatus himself emerged from a bottomless pit in the heart of Grothnor, though these are likely tall tales.",東の果てのまだ見ぬ大陸にあるという凍てつく地獄のような所らしい。\|噂によると、ザナトゥス自身がグロスノーの中心部にある底なしの穴から現れたそうだが、これは少し眉唾だな。
Sounds dreadful.,でも、話に聞くだけでも恐ろしいわ。
We will see.\| So you're willing to leave behind your dragons?,まあ、それはじきにわかるさ。\|それで、君はあのドラゴンを置き去りにするつもりなのかい？
!!!\| I wouldn't dream of it! That is why we will be using Nibbler as our primary means of transport.\! Did you expect anything different?,！！\|まさか、考えられないわ！むしろ、便利な移動手段としてあの子を使ってもいいんじゃなくって？\!なのに、それをみすみす手放すの？
"Haha, I suppose not.\| I just hope I don't have to compete for your attention.",ハハ、いや、それはないかな。\|ただ、君があまりそれに夢中になるのは嫌だ、というだけの話だ。
"Hey, Abi...\| thank you for coming into my life. I couldn't imagine walking this journey without you.",アビ...\|私と一緒になってくれて、そうもありがとう。君がいない世界なんてもう、想像もつかない。
"We are so blessed that Donar allowed us to cross paths, \n[8]!\| Let us see if we can seek him out and thank him ourselves...",ドナーは私たちが共に歩むことを許してくれた...この世にそれ以上の祝福なんてないわ、\n[8]！\|さて、そのドナーをこの目で拝めるのか、この次の旅で見てみましょうか...
